"paragraph","error_message","polarity_class","polarity_score","emotion"
"শান্তপুর্ণ মিটিং মিছিলে জারা রাস্তা ঘাটে সন্ত্রাসী দলও সরকার নিষিদ্ধ নিবন্ধন বাতিল উচিৎ",,"stronglyNegative",-0.9999401092529296,"{""neutral"":0.0021521367598325014,""happy"":0.0016754318494349718,""anger/disgust"":0.981966495513916,""sadness"":0.045475710183382034,""surprise"":0.0024370041210204363,""fear"":0.003707617288455367}"
"আওয়ামী লীগের লোকজনের লজ্জা শরম মিথ্যা কথা ছাড়া জানেন",,"stronglyNegative",-0.9999522686004638,"{""neutral"":0.00017724755161907524,""happy"":0.00013413000851869583,""anger/disgust"":0.9996689558029175,""sadness"":0.001777641591615975,""surprise"":0.00038933526957407594,""fear"":0.000027208854589844123}"
"জনগণের ঢল এখনো সরকার ভালো দেখতেই সরকার বাসভবনে বসেই সরকার পরিচালনা সরকার মাঠে আসে জনগণের জনগণ সরকার বড়াই জনগণের সরকারকে রাস্তা ছুড়ে ফেলে দিবে বয়স সরকার বাসভবনে ভিডিও চিত্র তে কথা সরকার দলের ক্যাডার বাইরে মারা কখনোই কল্পনা জনগণের জনগণের শক্তির গণতন্ত্র ের সরকারের শক্তি অবৈধ প্রধানমন্ত্রী শেখ হাসিনা গণতন্ত্রভাবে সরকার গঠিত পারতো ভয় থাকলো সরকারের ভয় ক্ষমতা হারালে ক্ষমতার ফেরত জনগণ ক্ষিপ্ত সরকার জানে সরকারের বড় শক্তি দেশের জনগণ সালে দেশের জনগণ পশ্চিম পাকিস্তানের সাথে যুদ্ধ করেছিল যুদ্ধটা দেশের সরকারের সাথে জনগণ কল্যাণের কথা জনগণের মুখের কথা প্রতিটা জেলায় জেলায় ঘুরে ঘুরে দেখেছি জনগণের সাথে মিশেছি জনগণ একটা জিনিসই দেশের অবৈধ সরকারকে প্রচার দেশের শান্তি খোলা আসবেনা",,"stronglyNegative",-0.9411555051803588,"{""neutral"":0.00574481301009655,""happy"":0.0158163420855999,""anger/disgust"":0.9620825052261353,""sadness"":0.11809074133634567,""surprise"":0.010579030029475689,""fear"":0.0297364704310894}"
"হে আল্লাহ রহম করুন আমীন",,"stronglyPositive",0.9977234601974488,"{""neutral"":0.11363392323255539,""happy"":0.4750411808490753,""anger/disgust"":0.0003448247443884611,""sadness"":0.029876084998250008,""surprise"":0.0007978042704053223,""fear"":0.09252247214317322}"
"ইনশা আল্লাহ বিজয় আসবেই",,"stronglyPositive",0.999745535850525,"{""neutral"":0.012176300399005413,""happy"":0.9900467991828918,""anger/disgust"":0.0010999192018061876,""sadness"":0.0009163888171315193,""surprise"":0.0008867308497428894,""fear"":0.0002879652311094105}"
"বিএনপি পাড়ে ক্ষমতা দক্ষলের আন্দোলন পারবেনা বাংলাদেশকে গনতান্ত্রিক উন্নয়ন আধুনিক নিরাপদ হিসেবে গড়ে তুলতে কারন বিএনপি পাকিস্তান সাম্প্রদায়িক শক্তির টিম দল",,"stronglyNegative",-0.9996892929077148,"{""neutral"":0.001570410095155239,""happy"":0.0012590140104293823,""anger/disgust"":0.9806936383247375,""sadness"":0.08355154097080231,""surprise"":0.0026535200886428356,""fear"":0.005208656191825867}"
"একটা রাজনৈতিক দল সমাবেশ করতেই হামলা সরকারের পতন হয়েই যায়",,"stronglyNegative",-0.9999505043029785,"{""neutral"":0.0013890728587284684,""happy"":0.0010984945110976696,""anger/disgust"":0.9835984110832214,""sadness"":0.06223864480853081,""surprise"":0.0016143465181812644,""fear"":0.0033386279828846455}"
"আওয়ামী লীগ সন্ত্রাসীদের বিচার আল্লাহ জুলুম আল্লাহ সহ্য",,"stronglyNegative",-0.9987805366516114,"{""neutral"":0.0021758251823484898,""happy"":0.002488396828994155,""anger/disgust"":0.9846225380897522,""sadness"":0.029642971232533455,""surprise"":0.0016470638802275062,""fear"":0.0014087690506130457}"
"ইডিটর সাহেব সমাবশে সমাবেশে",,"weaklyNegative",-0.5976279973983765,"{""neutral"":0.0004819523892365396,""happy"":0.00028623337857425213,""anger/disgust"":0.9993799924850464,""sadness"":0.0008785616955719888,""surprise"":0.0005742697976529598,""fear"":0.000025966070097638294}"
"মূল্য বিদ্ধির আন্দোলনে সবাই এক সাথে ঐক্যবদ্ধ সন্ত্রাসীরা হামলা জনসমুদ্রে ভেসে যেতো",,"stronglyNegative",-0.9999189615249634,"{""neutral"":0.013862996362149715,""happy"":0.016353245824575424,""anger/disgust"":0.6430060267448425,""sadness"":0.31835806369781494,""surprise"":0.029733408242464066,""fear"":0.2928617298603058}"
"বিএনপি দের অস্তিত্ব বাংলাদেশ মুছে কেননা অস্তিত্ব আগেও এখনো",,"stronglyNegative",-0.9975525379180908,"{""neutral"":0.0008291098638437688,""happy"":0.000538295425940305,""anger/disgust"":0.9948533177375793,""sadness"":0.014447282068431377,""surprise"":0.00047615787480026484,""fear"":0.0004928684793412685}"
"হাতে থাকলে বাশ শয়তান থাকেনা আশপাশ শক্ত হাতে বাশ নেও জালেম দেরকে দেশ ছাড়া করো",,"stronglyNegative",-0.9999298334121705,"{""neutral"":0.0018029063940048218,""happy"":0.0014384585665538907,""anger/disgust"":0.9934189915657043,""sadness"":0.012197212316095829,""surprise"":0.0011002733372151852,""fear"":0.0007608566083945334}"
"বিএনপির মা চুদি কুত্তার পিটাইবি জীবন থাকতে দেশের বিরুদ্ধে আন্দোলন",,"stronglyNegative",-0.9999393463134766,"{""neutral"":0.00016842246986925602,""happy"":0.00017005893460009247,""anger/disgust"":0.999702513217926,""sadness"":0.0018000757554545999,""surprise"":0.0005981565918773413,""fear"":0.000038447818951681256}"
"শয়তান রা ভাল অত্যাচার করবেই",,"stronglyNegative",-0.9983548402786255,"{""neutral"":0.0032065913546830416,""happy"":0.0014462079852819443,""anger/disgust"":0.9366530776023865,""sadness"":0.11162040382623672,""surprise"":0.0018511712551116943,""fear"":0.005127074662595987}"
"শালাই চোর বাটপার ভালো",,"stronglyNegative",-0.9999470710754395,"{""neutral"":0.000153532819240354,""happy"":0.0003236123011447489,""anger/disgust"":0.9996894598007202,""sadness"":0.0008336972678080201,""surprise"":0.00033647098462097347,""fear"":0.000008635047379357275}"
"সবাই সাথে বাঁশ আনবেন",,"neutral",-0.199936580657959,"{""neutral"":0.004639262333512306,""happy"":0.0007229166221804917,""anger/disgust"":0.9910456538200378,""sadness"":0.009884241037070751,""surprise"":0.0022969061974436045,""fear"":0.0010017590830102563}"
"জংলী আওয়ামীলীগ বাংলাদেশে চাই রাজাকার দেশের মানুষ মারে গুম খুন নিরিহ মানুষ ঘরে থাকতে",,"stronglyNegative",-0.999945068359375,"{""neutral"":0.0005350132705643773,""happy"":0.0005627423524856567,""anger/disgust"":0.9972736239433289,""sadness"":0.016353700309991837,""surprise"":0.0009903601603582501,""fear"":0.0006096415454521775}"
"উন্নয়নের নামে বাঁশ দিয়েছে বাঁশ সমবেশে আসলে ভালো",,"weaklyNegative",-0.5980376243591308,"{""neutral"":0.000825595750939101,""happy"":0.0012815209338441491,""anger/disgust"":0.9948577880859375,""sadness"":0.01950441487133503,""surprise"":0.0013352844398468733,""fear"":0.0002627576468512416}"
"এগিয়ে জান আপনাদের দোয়া রইল",,"weaklyPositive",0.5717332601547243,"{""neutral"":0.012471879832446575,""happy"":0.9932687878608704,""anger/disgust"":0.00023324257927015424,""sadness"":0.0002951362985186279,""surprise"":0.00027013925136998296,""fear"":0.00008328833064297214}"
"আওয়ামী লীগ কোথায় পালাবে তোমাদের সময় শেষ",,"weaklyNegative",-0.5041483402252197,"{""neutral"":0.0017420456279069185,""happy"":0.0011538738617673516,""anger/disgust"":0.9801594018936157,""sadness"":0.03906674683094025,""surprise"":0.0008841142407618463,""fear"":0.001406271243467927}"
"বিএনপি জনগণের সমর্থন ক্ষমতায় আসবে ইনশাআল্লাহ",,"stronglyPositive",0.9995726823806763,"{""neutral"":0.02059059962630272,""happy"":0.9554890394210815,""anger/disgust"":0.023666279390454292,""sadness"":0.0024533956311643124,""surprise"":0.0004464121884666383,""fear"":0.00022591058223042637}"
"সুরক্ষায় লাঠি তির বাঠুল রড এগুলা রাখবেন",,"neutral",-0.1999755144119263,"{""neutral"":0.9907327890396118,""happy"":0.0033644293434917927,""anger/disgust"":0.002514888299629092,""sadness"":0.0008865343988873065,""surprise"":0.002438334980979562,""fear"":0.001893622218631208}"
"কিসের সাথে আপনাদের আপনারা বাবারে মারছেন অজথা মানুষের কতো খতি বুঝবে পাবলিক ইনশাআল্লাহ",,"stronglyNegative",-0.9996283531188965,"{""neutral"":0.007298924494534731,""happy"":0.010500936768949032,""anger/disgust"":0.9234308004379272,""sadness"":0.13658131659030914,""surprise"":0.006688455119729042,""fear"":0.006341880653053522}"
"আল্লাহ আল্লাহ দয়া জালেম জুলুম বাজ সরকার হাসিনা জালেমের পতন আল্লাহ",,"stronglyPositive",0.996542501449585,"{""neutral"":0.011117823421955109,""happy"":0.009595575742423534,""anger/disgust"":0.9234610199928284,""sadness"":0.08523259311914444,""surprise"":0.0038388625252991915,""fear"":0.035989757627248764}"
"আজকের সমাবেশ সফল হউক চট্টগ্রাম জেলা ছাএদল বাংলাদেশ জিন্দাবাদ চট্টগ্রাম জেলা সমাবেশ সফল হউক",,"weaklyPositive",0.5980433702468873,"{""neutral"":0.062267810106277466,""happy"":0.9529711008071899,""anger/disgust"":0.0026821831706911325,""sadness"":0.0012285677948966622,""surprise"":0.0007244214066304266,""fear"":0.00044446869287639856}"
"গাডির কারনে পারিনাই আজকের সমাবেশ সফল হউক বাংলাদেশ জিন্দাবাদ",,"weaklyPositive",0.42422428131103523,"{""neutral"":0.18459127843379974,""happy"":0.5604599714279175,""anger/disgust"":0.04132426530122757,""sadness"":0.19232241809368134,""surprise"":0.008869967423379421,""fear"":0.01003358606249094}"
"হামলার অভিযোগ বিএনপির মানে আপনারা চোখে দেখেন",,"weaklyNegative",-0.5998370885848998,"{""neutral"":0.0015917570563033223,""happy"":0.00034068143577314913,""anger/disgust"":0.9966748952865601,""sadness"":0.005099305417388678,""surprise"":0.003648104378953576,""fear"":0.00023047596914693713}"
"আওয়ামীলীগ বিলুপ্তির পথে আওয়ামীলীগের সাথে বিবাদ চাই উৎসব মূখর নিবাচন",,"stronglyNegative",-0.9294746160507202,"{""neutral"":0.004033609759062529,""happy"":0.05326593294739723,""anger/disgust"":0.9752131700515747,""sadness"":0.013994675129652023,""surprise"":0.0008154285605996847,""fear"":0.0004523811803665012}"
"ইনশাআল্লাহ পুরো পৃথিবী আল্লাহর আইনে চলবে",,"stronglyPositive",0.9978664875030518,"{""neutral"":0.03000042773783207,""happy"":0.9720122814178467,""anger/disgust"":0.003581338794901967,""sadness"":0.0015787932788953185,""surprise"":0.0024026415776461363,""fear"":0.0005077594541944563}"
"সরকারের ক্ষমতা ছেড়ে",,"weaklyNegative",-0.5991394996643067,"{""neutral"":0.06061480566859245,""happy"":0.0012779245153069496,""anger/disgust"":0.8697715997695923,""sadness"":0.028694437816739082,""surprise"":0.001084290910512209,""fear"":0.0011776816099882126}"
"বাংলাদেশের জনগণ আপনাদের সাথেই হামলা বাধার কারণে আপনারা মনোবল হারাবেন আন্দোলন জোরদার অনুরোধ করছি বিজয় হবেই ইনশাল্লাহ",,"stronglyPositive",0.9994423151016236,"{""neutral"":0.16860200464725494,""happy"":0.2465430647134781,""anger/disgust"":0.5032466053962708,""sadness"":0.2465202808380127,""surprise"":0.02465183287858963,""fear"":0.06980852037668228}"
"বাঁধা সরাসরি পেটাতে",,"stronglyNegative",-0.9999111413955688,"{""neutral"":0.016909942030906677,""happy"":0.0018539538141340017,""anger/disgust"":0.9026843905448914,""sadness"":0.058390211313962936,""surprise"":0.01818024180829525,""fear"":0.05634297430515289}"
"নিন্দা জানাই কুত্তা লিক পুলিশ কুতা লিক",,"stronglyNegative",-0.9999297857284546,"{""neutral"":0.0003731454780790955,""happy"":0.0006724509294144809,""anger/disgust"":0.997211754322052,""sadness"":0.010920560918748379,""surprise"":0.0006066906498745084,""fear"":0.00017331411072518677}"
"সমাবেশে মানুষ কই মহাসমাবেশ কারে কয়",,"weaklyNegative",-0.5998681545257568,"{""neutral"":0.9953828454017639,""happy"":0.0006226098630577326,""anger/disgust"":0.009639991447329521,""sadness"":0.00037481417530216277,""surprise"":0.0006836658576503396,""fear"":0.00018135548452846706}"
"আপনারা জাতির বিবেক সত্য ধরুন",,"stronglyPositive",0.9998682498931886,"{""neutral"":0.07769293338060379,""happy"":0.013240253552794456,""anger/disgust"":0.8017348051071167,""sadness"":0.10529434680938721,""surprise"":0.010090296156704426,""fear"":0.01227625273168087}"
"অপদার্থ রাষ্ট্রদ্রোহী হাসিনা সরকারের পতনে প্রয়োজনে অস্ত্র হাতে রাজপথে নামতে",,"stronglyNegative",-0.9999256372451782,"{""neutral"":0.0004004188231192529,""happy"":0.00036609344533644617,""anger/disgust"":0.9991124272346497,""sadness"":0.003230372676625848,""surprise"":0.0006277687498368323,""fear"":0.00017238572763744742}"
"যমুনা টিভিকে বলব আপনারা সরাসরি দেখছেন একজন লোক আহত হয়েছেন আপনারা অভিযোগ উঠেছ",,"weaklyNegative",-0.5678047657012939,"{""neutral"":0.019391894340515137,""happy"":0.010988989844918251,""anger/disgust"":0.7551833391189575,""sadness"":0.38787975907325745,""surprise"":0.023486671969294548,""fear"":0.17630764842033386}"
"এইগুলো বেদাত সুষ্ঠভাবে পালন ঈদে মিলাদুন্নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বেদাত তোদের আমলে হযবরল",,"stronglyNegative",-0.9999386310577393,"{""neutral"":0.000415111513575539,""happy"":0.0008882216643542051,""anger/disgust"":0.9970531463623047,""sadness"":0.014123894274234772,""surprise"":0.0006086899666115642,""fear"":0.00036632196861319244}"
"বাধা সমাধান চাই মাইরের মাইর",,"stronglyNegative",-0.9967262983322144,"{""neutral"":0.0010499386116862297,""happy"":0.0014988303883001208,""anger/disgust"":0.9944960474967957,""sadness"":0.010091620497405529,""surprise"":0.0012564449571073055,""fear"":0.00033354194601997733}"
"গাড়ি বন্দ লিগ বাধা পুলিশী গন গ্রেপতার পুলিশ এন কর্মিদের খাওয়ার পানি লুট যায় খাওয়ার দোকান বন্দ হয়রানির জনতার ঢল চট্রগ্রামে",,"stronglyNegative",-0.9998912572860718,"{""neutral"":0.006240150425583124,""happy"":0.007545494474470615,""anger/disgust"":0.8256548643112183,""sadness"":0.42569077014923096,""surprise"":0.019178468734025955,""fear"":0.11267944425344467}"
"হাসিনার গুন্ডাবাহিনীরা হামলা স্বাভাবিক",,"stronglyNegative",-0.9999242544174194,"{""neutral"":0.00038055001641623676,""happy"":0.00015646708197891712,""anger/disgust"":0.9992520213127136,""sadness"":0.0017840397777035832,""surprise"":0.0006420374847948551,""fear"":0.00007919405470602214}"
"বাশ আসবেন বাশই শক্তি বাঁশই মুক্তি",,"weaklyPositive",0.5740272760391236,"{""neutral"":0.010311502031981945,""happy"":0.005237571895122528,""anger/disgust"":0.9524151682853699,""sadness"":0.06272110342979431,""surprise"":0.005064018536359072,""fear"":0.01097980048507452}"
"হায় রেররর বিএনপি মানুষে মানুষে জোয়ার বয়ে গাধা দিয়ে হাল চাষ",,"stronglyNegative",-0.9998818159103393,"{""neutral"":0.001002561068162322,""happy"":0.0006804713630117476,""anger/disgust"":0.9879895448684692,""sadness"":0.04031212255358696,""surprise"":0.0032291922252625227,""fear"":0.001501107937656343}"
"দেশের রাজনৈতক দলের অনুরোধ দেশের মানুষের যেনো বিরাজমান প্রভাব পড়ে সুস্থ সুন্দর বাংলাদেশ চাই",,"weaklyPositive",0.5997803449630739,"{""neutral"":0.8397952318191528,""happy"":0.06009247899055481,""anger/disgust"":0.08276752382516861,""sadness"":0.022887511178851128,""surprise"":0.0037247207947075367,""fear"":0.0065188175067305565}"
"আওয়ামীলীগ বাধা দিলে আপনারা প্রতিরোধ গরে তোলেন",,"weaklyNegative",-0.5998983621597289,"{""neutral"":0.014286062680184841,""happy"":0.002259344095364213,""anger/disgust"":0.9566673040390015,""sadness"":0.05640320107340813,""surprise"":0.008616199716925621,""fear"":0.012382367625832558}"
"বিএনপি নামের গরু ছাগলের দলগুলোকে গরুর পিটানো",,"stronglyNegative",-0.9998236894607544,"{""neutral"":0.00022022386838216335,""happy"":0.00014934828504920006,""anger/disgust"":0.9995842576026917,""sadness"":0.0016156681813299656,""surprise"":0.00043559088953770697,""fear"":0.0000308705675706733}"
"গুলারে দইরা পিডা",,"stronglyNegative",-0.9914596796035766,"{""neutral"":0.0006191616994328797,""happy"":0.0005303742946125567,""anger/disgust"":0.9962037205696106,""sadness"":0.010559223592281342,""surprise"":0.0005008092266507447,""fear"":0.0002822497917804867}"
"সাধিন দেশে সাধিন সভা সমাবেস অধিকার সবাই রাখে জারা সভা সমাবেসে বাধা দিচ্ছে ভুলে",,"stronglyNegative",-0.9992435455322266,"{""neutral"":0.2652619779109955,""happy"":0.03875502943992615,""anger/disgust"":0.49623414874076843,""sadness"":0.18881981074810028,""surprise"":0.01341672521084547,""fear"":0.013559022918343544}"
"আওয়ামীলীগ সমাবেশ সমাবেশ পারবে নিরাপত্তা",,"weaklyPositive",0.5998966455459596,"{""neutral"":0.9707739353179932,""happy"":0.00938198808580637,""anger/disgust"":0.009598271921277046,""sadness"":0.006667001638561487,""surprise"":0.009488621726632118,""fear"":0.010927134193480015}"
