,paragraph,error_message,polarity_class,polarity_score,emotion
580,জাতীয়তাবাদীরা বক্তব্যের শুরুতে বিসমিল্লাহির রাহমানির রাহিম পারলে বক্তব্যের শেষে নারায়ে তাকবীর আল্লাহু আকবার অসুবিধা কোথায়,,weaklyNegative,-0.5980700492858886,"{""neutral"":0.6139565706253052,""happy"":0.008668315596878529,""anger/disgust"":0.42705986,""sadness"":0.00874006561934948,""surprise"":0.006482214201241732,""fear"":0.001462530461139977}"
581,বিএনপি নিকট ইসলাম ইসলাম ছাওয়া বলদের নিকট দুধের আশাকরা এক বরাবর,,stronglyNegative,-0.9998453378677368,"{""neutral"":0.0008000718080438673,""happy"":0.0011237672297284007,""anger/disgust"":0.9961052536964417,""sadness"":0.008080881088972092,""surprise"":0.0009951854590326548,""fear"":0.0003240349469706416}"
582,নৌকা ধানের শিষ সাপের একেই বিষ বাণীতে আজাদ রহ,,stronglyNegative,-0.9969645500183104,"{""neutral"":0.02124841883778572,""happy"":0.007039395626634359,""anger/disgust"":0.8389816880226135,""sadness"":0.0580785907804966,""surprise"":0.08612040430307388,""fear"":0.055680710822343826}"
583,ইসলাম ফোবিয়া হীনতা৷ মুলত জিয়ার আদর্শের সৈনিক নয়৷,,weaklyNegative,-0.5982320070266723,"{""neutral"":0.002036694437265396,""happy"":0.0017927753506228328,""anger/disgust"":0.9827912449836731,""sadness"":0.04106618091464043,""surprise"":0.002366872737184167,""fear"":0.002510343212634325}"
584,আওয়ামী লীগ বিএনপি জন্মলগ্নে নারায়ে তাকবির আল্লাহ আকবার শ্লোগান করতো নেয়া যায় জন্মে বিতর্ক দ্বোষ,,stronglyNegative,-0.9985628843307496,"{""neutral"":0.021604161709547043,""happy"":0.006035507190972567,""anger/disgust"":0.9519274234771729,""sadness"":0.05411919578909874,""surprise"":0.012099605053663254,""fear"":0.004601145163178444}"
585,যুদ্ব বিএনপি থাকবেনা,,weaklyNegative,-0.599777340888977,"{""neutral"":0.00895767193287611,""happy"":0.007076730486005545,""anger/disgust"":0.9439232349395752,""sadness"":0.0831981971859932,""surprise"":0.0036693820729851723,""fear"":0.006471030414104462}"
586,ভোট চোরদের পতনের ঘন্টা বেজে পতন ইনশাআল্লাহ,,stronglyPositive,0.969387412071228,"{""neutral"":0.0108044957742095,""happy"":0.13097067177295685,""anger/disgust"":0.9321761131286621,""sadness"":0.03266135975718498,""surprise"":0.0033261312637478113,""fear"":0.0030931264627724886}"
587,খালি হাতে মাঠে নামলে হবেনা গজারী হাতে রাখতে কারন কুত্তা,,stronglyNegative,-0.9999335289001464,"{""neutral"":0.0005127984331920743,""happy"":0.00038637270336039364,""anger/disgust"":0.9986481070518494,""sadness"":0.0030274607706815004,""surprise"":0.000788982433732599,""fear"":0.00012120555038563907}"
588,প্রশাসন বন্ধু চা কাকা,,weaklyPositive,0.5886051177978516,"{""neutral"":0.3611675500869751,""happy"":0.6146961450576782,""anger/disgust"":0.03544384986162186,""sadness"":0.008710330352187157,""surprise"":0.007072824519127607,""fear"":0.0027163466438651085}"
589,ইনশাআল্লাহ ক্ষমতায় আসবে বিএনপি সালে,,weaklyPositive,0.5829623699188233,"{""neutral"":0.08215200901031494,""happy"":0.8497792482376099,""anger/disgust"":0.08232823014259338,""sadness"":0.005969568621367216,""surprise"":0.0018656336469575763,""fear"":0.0008505223668180406}"
590,শনিবার প্রোগ্রামে আসতে ছি,,neutral,-0.1999536633491516,"{""neutral"":0.9612370133399963,""happy"":0.05273238196969032,""anger/disgust"":0.0009805943118408322,""sadness"":0.0014922147383913398,""surprise"":0.0005269329412840307,""fear"":0.00035259922151453793}"
591,মাদারচুদেরা ভালো এন বোমাবাজ,,stronglyNegative,-0.9999126195907592,"{""neutral"":0.00017059700621757656,""happy"":0.00020922932890243828,""anger/disgust"":0.9997510313987732,""sadness"":0.0005908900639042258,""surprise"":0.0005858506192453206,""fear"":0.00001348098066955572}"
592,সরকার পতনের ডাক জিয়ার সৈনিকেরা এক হও,,stronglyPositive,0.9133678913116456,"{""neutral"":0.011954348534345627,""happy"":0.006231423933058977,""anger/disgust"":0.966305136680603,""sadness"":0.01751454547047615,""surprise"":0.004360897466540337,""fear"":0.011751593090593815}"
593,ডাঃ শাহাদাত চেম্বার একটা শিশু ধর্ষন অভিযোগ টা সত্যি,,stronglyNegative,-0.9999288320541382,"{""neutral"":0.0031736029777675867,""happy"":0.0012654720339924097,""anger/disgust"":0.9886021018028259,""sadness"":0.019098350778222084,""surprise"":0.0022898700553923845,""fear"":0.0011054881615564227}"
594,হঠাও মাফিয়া বাঁচাও দেশ,,stronglyNegative,-0.9529411792755128,"{""neutral"":0.0008103923173621297,""happy"":0.000277250335784629,""anger/disgust"":0.9979714751243591,""sadness"":0.004289348144084215,""surprise"":0.0005781812942586839,""fear"":0.00022755244572181255}"
595,পুলিশ লীগ তোদের বিচার বাংলার জনগন ইনশাআল্লাহ,,stronglyNegative,-0.9994147777557372,"{""neutral"":0.0008049212046898901,""happy"":0.006361469626426697,""anger/disgust"":0.9963401556015015,""sadness"":0.006716960575431585,""surprise"":0.0007209235336631536,""fear"":0.0002975709503516555}"
596,পতনের আওয়াজ বাংলার আকাশে বাতাসে আশা ভরসা লাখো বাংলাদেশের জনতা অপেক্ষমান আশাকরি মুখ্য সময় ইনশাআল্লাহ,,stronglyPositive,0.9998624801635744,"{""neutral"":0.019446371123194695,""happy"":0.9730778336524963,""anger/disgust"":0.01892905868589878,""sadness"":0.004407122265547514,""surprise"":0.0038524491246789694,""fear"":0.001249701133929193}"
597,বিএপিকে ভাল ভাশি,,weaklyPositive,0.5079339265823365,"{""neutral"":0.0019079562043771148,""happy"":0.9954433441162109,""anger/disgust"":0.005691284779459238,""sadness"":0.0014774842420592904,""surprise"":0.0020526081789284945,""fear"":0.00017185627075377852}"
598,দেখলেই বুজা যায় এগুলো সন্ত্রাসী বাহিনী বলেও আগুন জালাও,,stronglyNegative,-0.999942636489868,"{""neutral"":0.002240240341052413,""happy"":0.0010692551732063293,""anger/disgust"":0.9877626895904541,""sadness"":0.02064046449959278,""surprise"":0.0028361158911138773,""fear"":0.0017262124456465244}"
599,শুভেচ্ছা অভিনন্দন রইল,,stronglyPositive,0.999730443954468,"{""neutral"":0.01164849754422903,""happy"":0.9916741251945496,""anger/disgust"":0.0006266840500757098,""sadness"":0.0005117303226143122,""surprise"":0.0007981015369296074,""fear"":0.00010833750275196508}"
600,সাব্বাশ চট্টগ্রামের সিংহ পুরুষ প্রিয় ডাঃ শাহাদাৎ ভাই অসংখ্য অসংখ্য ধন্যবাদ,,stronglyPositive,0.999961280822754,"{""neutral"":0.0007734826067462564,""happy"":0.9990230798721313,""anger/disgust"":0.0003111979749519378,""sadness"":0.00017310255498159677,""surprise"":0.001914637628942728,""fear"":0.00004498201087699272}"
601,ভোট চোরদের পতনের ঘন্টা বেজে পতন ইনশাআল্লাহ,,stronglyPositive,0.969387412071228,"{""neutral"":0.0108044957742095,""happy"":0.13097067177295685,""anger/disgust"":0.9321761131286621,""sadness"":0.03266135975718498,""surprise"":0.0033261312637478113,""fear"":0.0030931264627724886}"
602,পতনের আওয়াজ বাংলার আকাশে বাতাসে আশা ভরসা লাখো বাংলাদেশের জনতা অপেক্ষমান আশাকরি মুখ্য সময় ইনশাআল্লাহ,,stronglyPositive,0.9998624801635744,"{""neutral"":0.019446371123194695,""happy"":0.9730778336524963,""anger/disgust"":0.01892905868589878,""sadness"":0.004407122265547514,""surprise"":0.0038524491246789694,""fear"":0.001249701133929193}"
603,হঠাও মাফিয়া বাচাও দেশ,,stronglyNegative,-0.8899412155151367,"{""neutral"":0.0007058564806357026,""happy"":0.00032735950662754476,""anger/disgust"":0.997438907623291,""sadness"":0.005982660222798586,""surprise"":0.000688992440700531,""fear"":0.00036507175536826253}"
604,বিএনপি একটা দেশদ্রোহী দল এগুলো কঠিন দমন,,stronglyNegative,-0.9999518871307372,"{""neutral"":0.0004503211530391127,""happy"":0.0005194063414819539,""anger/disgust"":0.9975242018699646,""sadness"":0.0073355622589588165,""surprise"":0.00038353868876583874,""fear"":0.0002902566047850996}"
605,চলছে লড়াই চলবে বিএনপির ভোটের অধিকার ফিরিয়ে আনতে চাই চলছে লড়াই চলবে ইনশাআল্লাহ বিজয় আসবেই দিনটা দূরে,,stronglyPositive,0.9999555587768556,"{""neutral"":0.1277845799922943,""happy"":0.18472814559936523,""anger/disgust"":0.6544561386108398,""sadness"":0.03444940969347954,""surprise"":0.002632615389302373,""fear"":0.0038662070874124765}"
606,বিএনপির চোর গুলো,,stronglyNegative,-0.9997621536254884,"{""neutral"":0.00032339085009880364,""happy"":0.0001295112306252122,""anger/disgust"":0.9995461106300354,""sadness"":0.0011199003783985972,""surprise"":0.00034598715137690306,""fear"":0.00002469592436682433}"
607,তাের এগিন গরি করবি বল দেশের যায় করবি কর আবারো নির্বাচন আওয়ামীলীগ কমাতে আসবে ইনশাআল্লাহ জনগন নৌকা,,stronglyPositive,0.8499694347381592,"{""neutral"":0.002424819627776742,""happy"":0.009596971794962883,""anger/disgust"":0.9895281195640564,""sadness"":0.01543089747428894,""surprise"":0.0015407276805490255,""fear"":0.0004744206089526415}"
608,ডক্টর শাহাদাত ভাই জিন্দাবাদ,,weaklyPositive,0.4374161005020142,"{""neutral"":0.8101195693016052,""happy"":0.25953006744384766,""anger/disgust"":0.006794786546379328,""sadness"":0.0006160822231322527,""surprise"":0.0010189333697780967,""fear"":0.00027933475212194026}"
609,একটা মন্ত্রী মন্ত্রিত্বের যোগ্যতাই ছাগল,,stronglyNegative,-0.9999407291412352,"{""neutral"":0.00008567070472054183,""happy"":0.0002455173816997558,""anger/disgust"":0.9997840523719788,""sadness"":0.0036183318588882685,""surprise"":0.0002909966860897839,""fear"":0.000022347885533235967}"
610,শেখ হাসিনা সরকার দরকার,,weaklyPositive,0.5990777730941773,"{""neutral"":0.42654815316200256,""happy"":0.20968501269817352,""anger/disgust"":0.23832093179225922,""sadness"":0.009693899191915989,""surprise"":0.001450814655981958,""fear"":0.0008089881157502532}"
611,ফাইজলামি একটা সীমা দরকার,,stronglyNegative,-0.8777234315872192,"{""neutral"":0.00023499283997807652,""happy"":0.00018938053108286113,""anger/disgust"":0.9997512698173523,""sadness"":0.0010387992952018976,""surprise"":0.0004684104351326823,""fear"":0.000020438885258045048}"
612,তর্কের নিলাম চট্টগ্রাম এন পির সমাবেশে মানুষ হয়নি চুলকানি মানুষ কম হচ্চে জনগণ দেখেছে ব্রিফিং বিদ ্যুৎ সংকট সমাধান কিভাবে সেইটা জনগনকে চাল ডাল তেল গেস নিত ্য পন ্যের জিনিস মানুষের ক্রয় ক্ষমতার বাইরে ব্রিফিং,,stronglyNegative,-0.9998842000961304,"{""neutral"":0.0015104193007573485,""happy"":0.0023681800812482834,""anger/disgust"":0.9876740574836731,""sadness"":0.06366440653800964,""surprise"":0.00523667735978961,""fear"":0.004067820962518454}"
613,মানুষ হাসবে কিভাবে,,weaklyNegative,-0.599325704574585,"{""neutral"":0.9310486912727356,""happy"":0.005483776796609163,""anger/disgust"":0.01641739346086979,""sadness"":0.071550153195858,""surprise"":0.02390122041106224,""fear"":0.02859371155500412}"
614,বিনপির মটিং মানুষ ছুল কানি মিথ ্য দিনে ছোখে বাকি মিটিং দেখার পাবনা ভর্তিকরার দরকার,,stronglyNegative,-0.992210865020752,"{""neutral"":0.003704768605530262,""happy"":0.0027167664375156164,""anger/disgust"":0.9855475425720215,""sadness"":0.022504819557070732,""surprise"":0.00480882590636611,""fear"":0.0015653767623007298}"
615,কষ্টে হাসতেছে হাসাও মাহমুদ,,weaklyPositive,0.5999131917953492,"{""neutral"":0.11783240735530853,""happy"":0.646682858467102,""anger/disgust"":0.09867449849843979,""sadness"":0.1228761300444603,""surprise"":0.08850771933794022,""fear"":0.012067392468452454}"
616,চোরের বাচছা চোর,,stronglyNegative,-0.9999223947525024,"{""neutral"":0.00024000860867090523,""happy"":0.0005086910678073764,""anger/disgust"":0.9993749260902405,""sadness"":0.001104525988921523,""surprise"":0.0003658352652564645,""fear"":0.000014753579307580367}"
617,দিলদার মরলো টেলি সামাদ মরলো আনিছ মরলো এরশাদ মরলো বিনোদন জগতে একটা অভাব দিয়েছিলো ঘাটতি পূরন পারছি ওনার কল্যানে,,stronglyNegative,-0.8837745428085326,"{""neutral"":0.0130005469545722,""happy"":0.9353398084640503,""anger/disgust"":0.04902711883187294,""sadness"":0.25683385133743286,""surprise"":0.016275865957140923,""fear"":0.008958252146840096}"
618,তুই গেছিলি রে ছাগলের বাচ্চা ছাগল,,stronglyNegative,-0.9999327659606934,"{""neutral"":0.00018230610294267535,""happy"":0.0002333600277779624,""anger/disgust"":0.999627947807312,""sadness"":0.0007249701302498579,""surprise"":0.0005639271112158895,""fear"":0.000013412719454208855}"
619,সমাবেশে জনগণ মাথা খারাপ হয়ে চোখে সরিষা ফুল দেখতেছে মনেরে বুঝানো উল্টা পাল্ট কথা বলতেছে,,stronglyNegative,-0.9998722553253174,"{""neutral"":0.0020025584381073713,""happy"":0.002628710586577654,""anger/disgust"":0.9285732507705688,""sadness"":0.2535487115383148,""surprise"":0.004313895013183355,""fear"":0.011021213605999947}"
620,সময় আসবে তোমাকে চিড়িয়াখানায় রাখার ব্যবস্থা,,weaklyPositive,0.5776417016983033,"{""neutral"":0.042916227132081985,""happy"":0.013336657546460629,""anger/disgust"":0.9126933813095093,""sadness"":0.04538872465491295,""surprise"":0.007504672277718782,""fear"":0.005885251797735691}"
621,মামা বাসায় চান্দিতে তেল,,neutral,-0.1999595999717712,"{""neutral"":0.9513305425643921,""happy"":0.013617901131510735,""anger/disgust"":0.03721194714307785,""sadness"":0.005618107505142689,""surprise"":0.02277471497654915,""fear"":0.002950123744085431}"
622,তর বাপ কাউয়া কাদের বলছে শুনে দেখ,,stronglyNegative,-0.9749099493026734,"{""neutral"":0.00023420213256031275,""happy"":0.00017369909619446844,""anger/disgust"":0.9994702935218811,""sadness"":0.0010631198529154062,""surprise"":0.0006748056621290743,""fear"":0.00002738378316280432}"
623,আপনাদের বাপ কাউয়া গতকাল ১ লোক হয়েছে,,stronglyNegative,-0.99850594997406,"{""neutral"":0.00016954551392700523,""happy"":0.00020217204291839153,""anger/disgust"":0.9997692704200745,""sadness"":0.0006637017359025776,""surprise"":0.0006495059933513403,""fear"":0.000016817568393889815}"
624,ছাগলের কথা এঠি অমানুষ যিবনে কমিনা দেখেচি কিন্ত এরকম র্নিলজ্জঅ কমিনা দেখিনাই,,stronglyNegative,-0.999927306175232,"{""neutral"":0.004710560664534569,""happy"":0.00662282295525074,""anger/disgust"":0.9289898872375488,""sadness"":0.13075311481952667,""surprise"":0.03869060054421425,""fear"":0.007383330725133419}"
625,মাথার চুল উড়ে,,weaklyNegative,-0.597821569442749,"{""neutral"":0.007525435648858547,""happy"":0.0014151103096082807,""anger/disgust"":0.005811817944049835,""sadness"":0.9795101284980774,""surprise"":0.010015579871833324,""fear"":0.016065889969468117}"
626,তোদের জুতা দিয়ে বাইরালে মানুষ হয়বিবতার,,stronglyNegative,-0.999932098388672,"{""neutral"":0.00017632482922635972,""happy"":0.00025852007092908025,""anger/disgust"":0.9996614456176758,""sadness"":0.001181593630462885,""surprise"":0.00041208212496712804,""fear"":0.00002462297743477393}"
627,জনাব আপনাদের ছোট করেনা আপনারাই আপনাদের ছোট হাস্যরসিক হিসেবে উপস্থাপন,,weaklyPositive,0.5852785825729371,"{""neutral"":0.09788068383932114,""happy"":0.7507914304733276,""anger/disgust"":0.14075827598571777,""sadness"":0.011165104806423187,""surprise"":0.01223711296916008,""fear"":0.0012236114125698805}"
628,ষার এইবার ডবল প্রমোশন ইনশাআল্লাহ,,stronglyPositive,0.9991086721420288,"{""neutral"":0.015772949904203415,""happy"":0.9800542593002319,""anger/disgust"":0.007243742700666189,""sadness"":0.001421710359863937,""surprise"":0.002396125579252839,""fear"":0.00040110998088493943}"
629,মাননীয় মন্ত্রী মহোদয় এন সমাবেশ ফ্লপ দলের আলোচনা সমালোচনা দেখেই বোঝা ফ্লপ আলোচনা সমালোচনা করতেন ধন্যবাদ ভালো,,weaklyPositive,0.5995731115341187,"{""neutral"":0.023049255833029747,""happy"":0.8774240016937256,""anger/disgust"":0.24208681285381317,""sadness"":0.06421615928411484,""surprise"":0.0047774347476661205,""fear"":0.003668533405289054}"
630,মত সম্ভ্রান্ত পরিবারের সদস্যের মুখে কথা বেমানান ধন্যবাদ ভালো,,stronglyPositive,0.7592703700065614,"{""neutral"":0.007458843290805817,""happy"":0.4104909598827362,""anger/disgust"":0.6433732509613037,""sadness"":0.01969473995268345,""surprise"":0.05716458708047867,""fear"":0.0007086066761985421}"
631,মানুষিক রোগী কতোকিছু বলবে,,neutral,-0.1999711036682129,"{""neutral"":0.20263226330280304,""happy"":0.005134912673383951,""anger/disgust"":0.15999966859817505,""sadness"":0.3826298713684082,""surprise"":0.042244572192430496,""fear"":0.2809008061885834}"
632,মিথ্যা বাদী নেতাদের দোজখে জায়গা চরম মিথ্যা বাদী চরম বেয়াদব,,stronglyNegative,-0.9999377727508544,"{""neutral"":0.00047932006418704987,""happy"":0.0012109361123293638,""anger/disgust"":0.9976041913032532,""sadness"":0.005309993401169777,""surprise"":0.0005612756940536201,""fear"":0.000269338401267305}"
633,তথ্য মন্ত্রীর কাজই মিথ্যা তথ্য দিয়ে মানুষের নিজেকে বিনোদন জগতের হাসির পাত্রে পরিণত হওয়া,,stronglyNegative,-0.999868106842041,"{""neutral"":0.0019249292090535164,""happy"":0.0007621882250532508,""anger/disgust"":0.9889484643936157,""sadness"":0.036641865968704224,""surprise"":0.0013618427328765392,""fear"":0.0008103552972897887}"
634,পাগল তোর কথা সুনে মাতা দুইটা গরম হয়ে ছাগল তিন নাম্বার বাচ্চা,,stronglyNegative,-0.9999250650405884,"{""neutral"":0.00014499422104563564,""happy"":0.00031533767469227314,""anger/disgust"":0.9997443556785583,""sadness"":0.001571107772178948,""surprise"":0.0004448026593308896,""fear"":0.000027055959435529076}"
635,মিথ্যা কতকাল থোবোড় বাজি কতদিন,,stronglyNegative,-0.999701762199402,"{""neutral"":0.007411140948534012,""happy"":0.0014950024196878076,""anger/disgust"":0.8926447033882141,""sadness"":0.20478256046772003,""surprise"":0.004611773882061243,""fear"":0.004767249803990126}"
636,কিসের অপিস এন পির টেনসনে ওগো মাথা খারাপ,,stronglyNegative,-0.9964157819747924,"{""neutral"":0.0027209606487303972,""happy"":0.0014504243154078722,""anger/disgust"":0.7427130937576294,""sadness"":0.5443721413612366,""surprise"":0.005218904931098223,""fear"":0.0192915890365839}"
637,কাকু রাখতে বয়স ৪৫,,neutral,-0.1999909162521362,"{""neutral"":0.9987947940826416,""happy"":0.00041908404091373086,""anger/disgust"":0.0003245456609874964,""sadness"":0.00014753764844499528,""surprise"":0.000849403440952301,""fear"":0.000143678073072806}"
638,সালা ভোটের মন্ত্রী সত্য কথা শিকার লজ্জা লাগে বিএনপির মিছিলে লাখো মানুষের ডল ছিলো বুকে সাহস এতই জনপ্রিয়তা নির্দলীয় নিরপেক্ষ সরকারের অধীনে নির্বাচন দেখেন বোঝা কার জনপ্রিয়তা চোখে দেখেছি দিনের ভোট রাতে অবৈধভাবে সরকার গঠন শালা বাটপার কোথাকার,,stronglyNegative,-0.999934148788452,"{""neutral"":0.0001869284751592204,""happy"":0.0003236844786442816,""anger/disgust"":0.9993614554405212,""sadness"":0.007152589503675699,""surprise"":0.0007110341684892774,""fear"":0.00014051294419914484}"
639,স্যার কথায় ভঙ্গিতে রহস্য,,weaklyPositive,0.5634200096130372,"{""neutral"":0.1699219048023224,""happy"":0.012823128141462803,""anger/disgust"":0.006307483650743961,""sadness"":0.0022401975002139807,""surprise"":0.8671302795410156,""fear"":0.007162293419241905}"
640,লোকটিঅনেক ভালো মানুষ,,stronglyPositive,0.9353991508483888,"{""neutral"":0.00015989910752978176,""happy"":0.9997261166572571,""anger/disgust"":0.00010096641926793382,""sadness"":0.0003828092594631016,""surprise"":0.0004132914764340967,""fear"":0.000011242997970839497}"
641,রাতে ঘুম কারণে ভুল বকে,,weaklyNegative,-0.5998911142349244,"{""neutral"":0.021913105621933937,""happy"":0.0003191500436514616,""anger/disgust"":0.5228100419044495,""sadness"":0.5232388973236084,""surprise"":0.004497538786381483,""fear"":0.003611748106777668}"
642,পাগল হয়ে হাসু জব্বার বলি খেলায় মানুষ গননার দায়িত্ব হাসু,,stronglyNegative,-0.972795820236206,"{""neutral"":0.17985087633132935,""happy"":0.2604720890522003,""anger/disgust"":0.47501683235168457,""sadness"":0.05833053216338158,""surprise"":0.0781288594007492,""fear"":0.012856786139309406}"
643,হেতেরে হেরলাই ভালোবাসি,,stronglyPositive,0.999245357513428,"{""neutral"":0.0009709750302135944,""happy"":0.9972230195999146,""anger/disgust"":0.003315388225018978,""sadness"":0.0011004636762663722,""surprise"":0.0010336466366425157,""fear"":0.00006558667519129813}"
644,সালাএকটা গাজা খোর চখো নসটে হয়ে পাগল একটা ছাগল,,stronglyNegative,-0.9999444007873536,"{""neutral"":0.00010450131230754778,""happy"":0.0002652565890457481,""anger/disgust"":0.999758780002594,""sadness"":0.0015020058490335941,""surprise"":0.00039330837898887694,""fear"":0.000013896417840442155}"
645,আছেন পাবনার মানুষ থাকলে একটা মেসেজ জলতি ভাই উপকার পাগল টাকে বন্ধি হবে৷ নাইলে জাকে দেকবে তাকেই কামর৷ দিবে,,weaklyNegative,-0.5970051765441895,"{""neutral"":0.0034623786341398954,""happy"":0.00331270438618958,""anger/disgust"":0.9792711734771729,""sadness"":0.05002719908952713,""surprise"":0.004331444390118122,""fear"":0.012363109737634659}"
646,ওরে ভাই আপনাদের ইচ্ছা একজন সাধারন জনগন বলছি দলের দালাল তারি ক্ষমতা ছাড়েন আমাদেরকে মুক্তি,,stronglyNegative,-0.999785304069519,"{""neutral"":0.0018919213907793164,""happy"":0.0014773019356653094,""anger/disgust"":0.9836583733558655,""sadness"":0.037889786064624786,""surprise"":0.001777674537152052,""fear"":0.0025782259181141853}"
647,জনগন জনগন জনগন আপনাদের কর্মিরা,,stronglyPositive,0.9943295478820802,"{""neutral"":0.5544031262397766,""happy"":0.1270703226327896,""anger/disgust"":0.23955826461315155,""sadness"":0.009276757016777992,""surprise"":0.002421559998765588,""fear"":0.0017731882398948073}"
648,বিরাট তথ্য স্যার ২১শে পদক প্রদানের জোর দাবি জানাচ্ছি,,stronglyPositive,0.999894452095032,"{""neutral"":0.03871464729309082,""happy"":0.9409123659133911,""anger/disgust"":0.0377238430082798,""sadness"":0.006872621364891529,""surprise"":0.004158690106123686,""fear"":0.0009048182400874794}"
649,হাসি তামাশা,,weaklyNegative,-0.5996526479721069,"{""neutral"":0.18569713830947876,""happy"":0.768444836139679,""anger/disgust"":0.08413957059383392,""sadness"":0.015026994980871677,""surprise"":0.013192878104746342,""fear"":0.0035668346099555492}"
650,বাংলার মানুষ আপনাকে মানষিক রোগী হিসেবেই চিনে,,stronglyNegative,-0.9992309093475342,"{""neutral"":0.0005704752984456718,""happy"":0.0002703502541407943,""anger/disgust"":0.990799605846405,""sadness"":0.04044456407427788,""surprise"":0.0004554239858407527,""fear"":0.0002502671559341252}"
651,একজন বাক প্রতিবন্ধী,,stronglyNegative,-0.9983370065689088,"{""neutral"":0.04390270635485649,""happy"":0.0015835673548281193,""anger/disgust"":0.0013796790735796094,""sadness"":0.9587948322296143,""surprise"":0.0012137445155531168,""fear"":0.006247602868825197}"
652,পাগলে ছাগলে খায়,,stronglyNegative,-0.954194164276123,"{""neutral"":0.014444173313677311,""happy"":0.0006771668558940291,""anger/disgust"":0.9652552008628845,""sadness"":0.019644519314169884,""surprise"":0.004803575575351715,""fear"":0.0009429196361452341}"
653,হার্সকর ব ্যাক্তি,,stronglyNegative,-0.9929282188415528,"{""neutral"":0.036698371171951294,""happy"":0.09201174974441528,""anger/disgust"":0.7887707948684692,""sadness"":0.15858356654644012,""surprise"":0.029734522104263306,""fear"":0.020602164790034294}"
654,হাছা মাহমুদ কানা,,stronglyNegative,-0.9991878271102904,"{""neutral"":0.0007063015946187079,""happy"":0.00046995520824566483,""anger/disgust"":0.9989566802978516,""sadness"":0.0007468790281563997,""surprise"":0.0005174253601580858,""fear"":0.000020777955796802416}"
655,মানুষ টাকে দেখলাম আজও একটা সত্য কথা,,stronglyPositive,0.9998496055603028,"{""neutral"":0.053261902183294296,""happy"":0.6170720458030701,""anger/disgust"":0.12669579684734344,""sadness"":0.058010391891002655,""surprise"":0.17117859423160553,""fear"":0.004658834543079138}"
656,যৌন কর্মীর ছেলে,,stronglyNegative,-0.999791979789734,"{""neutral"":0.20136630535125732,""happy"":0.009071426466107368,""anger/disgust"":0.5320766568183899,""sadness"":0.14145536720752716,""surprise"":0.1509891301393509,""fear"":0.11180157214403152}"
657,হালার পুত সাহস থাকলে সুষ্ঠু নির্বাচন দিয়ে দেখ,,stronglyNegative,-0.9983903646469116,"{""neutral"":0.0001453204604331404,""happy"":0.00026636585243977606,""anger/disgust"":0.9998261332511902,""sadness"":0.0010595627827569842,""surprise"":0.0005162233137525618,""fear"":0.000013220515938883182}"
658,সোনামিয়ার একটা বলতেই,,neutral,0.1998270630836487,"{""neutral"":0.005961716175079346,""happy"":0.9808605909347534,""anger/disgust"":0.018724828958511353,""sadness"":0.0015952915418893099,""surprise"":0.00588005967438221,""fear"":0.0002541248977649957}"
659,আল্লাহ আপনাকে হেফাজত করুক মিথ্যা,,weaklyPositive,0.5738762855529786,"{""neutral"":0.03884046524763107,""happy"":0.017197102308273315,""anger/disgust"":0.05893050879240036,""sadness"":0.18846476078033447,""surprise"":0.017566775903105736,""fear"":0.8481533527374268}"
660,ছাগল গুলো পড়ে বিরোধীদল দেশ কিভাবে উন্নতি যায়,,stronglyNegative,-0.9997695446014404,"{""neutral"":0.0011523558059707284,""happy"":0.00019363497267477214,""anger/disgust"":0.997992753982544,""sadness"":0.0025153320748358965,""surprise"":0.0012943341862410307,""fear"":0.000059277921536704525}"
661,হাসান মাহমুদকে দেখলেই রাগ সৃষ্টি বালের মন্ত্রী,,stronglyNegative,-0.999885869026184,"{""neutral"":0.0001817380398279056,""happy"":0.00016819713346194476,""anger/disgust"":0.9997218251228333,""sadness"":0.0015431232750415802,""surprise"":0.00045649142703041434,""fear"":0.000030104874895187095}"
662,লোকটাকে জু পেটা করলেও মনের রাগ কমবেনা,,stronglyNegative,-0.9998612880706788,"{""neutral"":0.00040033640107139945,""happy"":0.00042874840437434614,""anger/disgust"":0.9986557960510254,""sadness"":0.0037814639508724213,""surprise"":0.0004982745740562677,""fear"":0.00009367208258481696}"
663,তোরা আছো বলেই বিনো দোন পাই,,stronglyPositive,0.9660394668579102,"{""neutral"":0.017903095111250877,""happy"":0.9625118970870972,""anger/disgust"":0.023398397490382195,""sadness"":0.0069457124918699265,""surprise"":0.0021952090319246054,""fear"":0.0004978157812729478}"
664,নডির পোলা মানুষ হইলো,,stronglyNegative,-0.999337100982666,"{""neutral"":0.00021102324535604566,""happy"":0.00010699617268983275,""anger/disgust"":0.9990515112876892,""sadness"":0.0005569152999669313,""surprise"":0.009307440370321274,""fear"":0.000014757814824406523}"
665,আ লীগের এমপি মন্ত্রী গাজা খাই এসব গাজাখুরকে শেখ হাসিনা কেমনে মন্ত্রী বানাই,,stronglyNegative,-0.9999421119689942,"{""neutral"":0.00028244065470062196,""happy"":0.00021063427266199142,""anger/disgust"":0.9993047714233398,""sadness"":0.0017824899405241013,""surprise"":0.0008251069230027497,""fear"":0.0000650776710244827}"
